order_id,customer_id,customer_age,email,region,category,product_name,quantity,unit_price,discount,total_amount,payment_method,status,rating,sale_date
ORD-01168,CUST-6850,30,user1168@example.com,South,Food,Food Item 417,19,432.82,0.2,6578.86,bank_transfer,completed,4.6,2023-08-20
ORD-01343,CUST-6429,28,user1343@example.com,East,Food,Food Item 437,12,957.32,0.07,10683.69,credit_card,completed,1.6,2023-03-30
ORD-02051,CUST-3262,23,user2051@example.com,West,Home,Home Item 478,11,240.52,0.25,1984.29,paypal,pending,4.4,2023-05-19
ORD-01990,CUST-4557,36,user1990@example.com,West,Clothing,Clothing Item 4,19,763.99,0.26,10741.7,crypto,completed,1.4,2023-11-21
ORD-01800,CUST-9448,22,user1800@example.com,North,Toys,Toys Item 57,14,562.39,0.2,6298.77,crypto,completed,1.3,2023-06-05
ORD-00723,CUST-7136,29,user723@example.com,West,Toys,Toys Item 42,3,120.68,0.03,351.18,debit_card,cancelled,1.1,2023-10-17
ORD-00594,CUST-9641,,user594@example.com,East,Food,Food Item 241,12,145.57,0.07,1624.56,bank_transfer,cancelled,4.1,2023-01-16
ORD-01899,CUST-6536,46,user1899@example.com,South,Beauty,Beauty Item 242,13,525.33,0.29,4848.8,debit_card,refunded,3.2,2023-04-17
ORD-01320,CUST-1386,73,user1320@example.com,North,Sports,Sports Item 155,7,704.3,0.21,3894.78,credit_card,refunded,3.2,2023-03-22
ORD-02125,CUST-9769,57,user2125@example.com,West,Electronics,Electronics Item 328,15,476.71,0.01,7079.14,bank_transfer,refunded,5.0,2023-08-14
ORD-01943,CUST-5943,39,user1943@example.com,Central,Clothing,Clothing Item 145,5,684.67,0.19,2772.91,credit_card,cancelled,4.0,2023-08-27
ORD-01273,CUST-1647,19,user1273@example.com,East,Clothing,Clothing Item 35,12,197.03,0.25,1773.27,debit_card,pending,1.5,2023-11-15
ORD-00075,CUST-1502,39,user75@example.com,North,Sports,Sports Item 383,1,184.51,0.21,145.76,crypto,pending,1.6,2023-11-08
ORD-00838,CUST-5747,57,user838@example.com,East,Books,Books Item 52,5,958.16,0.09,4359.63,crypto,pending,4.3,2023-07-02
ORD-02145,CUST-4657,48,user2145@example.com,Central,Toys,Toys Item 234,15,918.23,0.26,10192.35,debit_card,completed,4.2,2023-08-05
ORD-01331,CUST-8760,18,user1331@example.com,Central,Home,Home Item 305,20,854.48,0.13,14867.95,bank_transfer,refunded,4.0,2023-02-12
ORD-00491,CUST-9337,18,user491@example.com,East,Electronics,Electronics Item 182,15,519.62,0.18,6391.33,bank_transfer,refunded,4.2,2023-06-23
ORD-00840,CUST-1325,55,user840@example.com,West,Food,Food Item 485,13,475.44,0.14,5315.42,crypto,cancelled,4.7,2023-01-21
ORD-01062,CUST-8421,24,user1062@example.com,North,Home,Home Item 127,15,111.86,0.18,1375.88,credit_card,refunded,2.9,2023-12-10
ORD-00500,CUST-6272,42,user500@example.com,East,Clothing,Clothing Item 270,16,792.03,0.18,10391.43,bank_transfer,refunded,3.0,2023-04-18
ORD-00939,CUST-9750,58,user939@example.com,Central,Beauty,Beauty Item 148,1,504.24,0.29,358.01,credit_card,pending,3.7,2023-10-02
ORD-00353,CUST-7038,35,user353@example.com,North,Electronics,Electronics Item 298,19,500.66,0.22,7419.78,bank_transfer,completed,2.5,2023-08-06
ORD-01173,CUST-8522,50,user1173@example.com,North,Books,Books Item 262,12,229.37,0.07,2559.77,debit_card,refunded,,2023-12-20
ORD-02196,CUST-2997,71,,Central,Clothing,Clothing Item 77,12,892.57,0.21,8461.56,paypal,refunded,4.9,2023-04-06
ORD-01321,CUST-7359,41,user1321@example.com,East,Clothing,Clothing Item 207,1,319.81,0.07,297.42,debit_card,pending,3.9,2023-11-04
ORD-01871,CUST-6018,27,user1871@example.com,South,Toys,Toys Item 205,15,776.55,0.02,11415.28,crypto,completed,3.4,2023-09-03
ORD-00553,CUST-2438,,user553@example.com,Central,Clothing,Clothing Item 132,6,862.68,0.21,4089.1,credit_card,completed,1.2,2023-04-17
ORD-00964,CUST-1104,58,user964@example.com,West,Clothing,Clothing Item 419,3,806.38,0.24,1838.55,debit_card,refunded,2.9,2023-11-10
ORD-01015,CUST-2949,65,user1015@example.com,West,Home,Home Item 245,14,34.01,0.07,442.81,credit_card,refunded,3.4,2023-10-06
ORD-00830,CUST-2960,32,,South,Food,Food Item 391,11,373.52,0.04,3944.37,credit_card,completed,,2023-11-13
ORD-00051,CUST-1472,31,user51@example.com,Central,Home,Home Item 410,20,757.65,0.19,12273.93,debit_card,pending,2.2,2023-09-23
ORD-00463,CUST-8310,40,,South,Beauty,Beauty Item 455,18,874.17,0.22,12273.35,crypto,refunded,3.1,2023-08-03
ORD-00744,CUST-9175,18,user744@example.com,South,Beauty,Beauty Item 273,20,332.1,0.12,5844.96,debit_card,refunded,4.3,2023-10-29
ORD-00257,CUST-5767,75,user257@example.com,South,Beauty,Beauty Item 238,19,216.69,0.01,4075.94,crypto,completed,4.1,2023-10-25
ORD-01341,CUST-3779,18,user1341@example.com,North,Toys,Toys Item 280,1,508.13,0.16,426.83,credit_card,completed,2.5,2023-01-12
ORD-01229,CUST-8652,51,user1229@example.com,Central,Home,Home Item 228,19,171.21,0.19,2634.92,bank_transfer,completed,2.1,2023-08-05
ORD-00024,CUST-9379,34,user24@example.com,North,Home,Home Item 198,1,119.76,0.29,85.03,crypto,pending,2.4,2023-12-14
ORD-00836,CUST-7738,61,user836@example.com,East,Books,Books Item 240,13,569.55,0.05,7033.94,debit_card,pending,2.6,2023-12-22
ORD-01311,CUST-1810,62,user1311@example.com,North,Beauty,Beauty Item 46,2,987.51,0.06,1856.52,paypal,completed,3.2,2023-11-25
ORD-02052,CUST-6513,59,user2052@example.com,East,Home,Home Item 303,4,506.92,0.06,1906.02,credit_card,pending,3.1,2023-10-28
ORD-00419,CUST-4305,50,user419@example.com,West,Clothing,Clothing Item 326,16,104.56,0.2,1338.37,credit_card,pending,1.7,2023-10-21
ORD-02102,CUST-7225,40,user2102@example.com,East,Beauty,Beauty Item 219,20,580.79,0.14,9989.59,crypto,completed,,2023-07-10
ORD-00797,CUST-6940,73,user797@example.com,South,Clothing,Clothing Item 446,15,428.78,0.05,6110.11,bank_transfer,refunded,1.9,2023-05-11
ORD-00076,CUST-1815,67,user76@example.com,North,Beauty,Beauty Item 140,15,344.19,0.11,4594.94,bank_transfer,refunded,4.5,2023-07-12
ORD-02000,CUST-4767,25,user2000@example.com,East,Home,Home Item 340,8,333.8,0.23,2056.21,debit_card,pending,2.7,2023-11-17
ORD-00152,CUST-7703,31,user152@example.com,West,Food,Food Item 72,18,31.78,0.22,446.19,paypal,pending,3.8,2023-10-31
ORD-00019,CUST-1832,39,user19@example.com,North,Clothing,Clothing Item 325,18,159.67,0.08,2644.14,bank_transfer,cancelled,2.1,2023-03-01
ORD-00606,CUST-3551,56,user606@example.com,West,Beauty,Beauty Item 75,7,404.51,0.02,2774.94,debit_card,cancelled,2.9,2023-07-23
ORD-00774,CUST-4127,52,user774@example.com,North,Clothing,Clothing Item 393,3,567.47,0.29,1208.71,bank_transfer,cancelled,4.4,2023-11-21
ORD-01543,CUST-3681,24,user1543@example.com,West,Clothing,Clothing Item 202,11,896.03,0.28,7096.56,paypal,pending,4.5,2023-06-25
ORD-01575,CUST-4841,43,user1575@example.com,East,Home,Home Item 461,9,212.43,0.04,1835.4,bank_transfer,pending,1.2,2023-10-14
ORD-01546,CUST-1888,54,user1546@example.com,West,Food,Food Item 393,11,10.78,0.12,104.35,debit_card,refunded,4.7,2023-11-17
ORD-00433,CUST-4747,74,user433@example.com,North,Home,Home Item 499,10,202.67,0.12,1783.5,bank_transfer,pending,3.3,2023-03-30
ORD-02151,CUST-6084,67,user2151@example.com,West,Food,Food Item 390,4,763.47,0.01,3023.34,credit_card,completed,4.7,2023-11-26
ORD-01790,CUST-1513,70,user1790@example.com,Central,Food,Food Item 382,9,666.46,0.04,5758.21,credit_card,pending,3.6,2023-02-22
ORD-00065,CUST-9850,49,user65@example.com,West,Sports,Sports Item 301,14,121.09,0.01,1678.31,debit_card,refunded,3.2,2023-12-25
ORD-00100,CUST-2259,54,user100@example.com,Central,Clothing,Clothing Item 71,8,779.62,0.11,5550.89,crypto,cancelled,2.8,2023-03-06
ORD-00607,CUST-7929,68,user607@example.com,East,Electronics,Electronics Item 130,20,775.33,0.02,15196.47,debit_card,completed,1.2,2023-10-18
ORD-00720,CUST-4181,46,user720@example.com,Central,Food,Food Item 378,5,87.41,0.25,327.79,credit_card,cancelled,1.4,2023-12-28
ORD-01642,CUST-9433,,user1642@example.com,West,Sports,Sports Item 337,8,809.46,0.23,4986.27,credit_card,cancelled,2.4,2023-12-21
ORD-00871,CUST-7402,29,user871@example.com,Central,Sports,Sports Item 386,7,513.54,0.09,3271.25,debit_card,refunded,4.8,2023-10-18
ORD-01172,CUST-3855,62,user1172@example.com,North,Home,Home Item 148,7,909.99,0.04,6115.13,paypal,refunded,3.8,2023-11-12
ORD-01911,CUST-4674,25,user1911@example.com,Central,Books,Books Item 177,13,138.33,0.21,1420.65,debit_card,cancelled,4.6,2023-11-29
ORD-00148,CUST-4977,56,user148@example.com,Central,Beauty,Beauty Item 267,4,31.13,0.11,110.82,debit_card,refunded,1.0,2023-08-18
ORD-00941,CUST-2989,36,user941@example.com,North,Food,Food Item 489,14,208.07,0.05,2767.33,debit_card,completed,3.2,2023-08-01
ORD-00266,CUST-2600,67,user266@example.com,West,Electronics,Electronics Item 69,17,431.81,0.28,5285.35,paypal,refunded,4.0,2023-07-09
ORD-01775,CUST-2470,21,user1775@example.com,East,Books,Books Item 485,8,350.1,0.1,2520.72,paypal,cancelled,2.3,2023-01-29
ORD-02012,CUST-3143,51,user2012@example.com,North,Home,Home Item 188,18,718.35,0.19,10473.54,crypto,pending,2.9,2023-12-31
ORD-01101,CUST-5286,45,user1101@example.com,East,Toys,Toys Item 219,16,507.63,0.15,6903.77,credit_card,pending,2.0,2023-07-22
ORD-02101,CUST-6457,49,user2101@example.com,Central,Toys,Toys Item 158,16,265.83,0.13,3700.35,debit_card,pending,4.5,2023-02-27
ORD-01363,CUST-1737,66,user1363@example.com,East,Beauty,Beauty Item 451,17,365.2,0.29,4407.96,bank_transfer,completed,1.8,2023-12-04
ORD-01781,CUST-1621,62,user1781@example.com,North,Toys,Toys Item 23,15,877.87,0.09,11982.93,credit_card,cancelled,,2023-11-01
ORD-01890,CUST-3231,74,user1890@example.com,Central,Toys,Toys Item 355,16,333.99,0.08,4916.33,debit_card,refunded,1.3,2023-10-29
ORD-01872,CUST-6596,64,user1872@example.com,South,Food,Food Item 444,17,797.66,0.04,13017.81,bank_transfer,completed,2.5,2023-11-03
ORD-00410,CUST-9055,75,user410@example.com,North,Beauty,Beauty Item 203,10,985.03,0.13,8569.76,bank_transfer,completed,3.7,2023-04-26
ORD-02002,CUST-5976,71,user2002@example.com,North,Books,Books Item 388,9,696.19,0.24,4761.94,debit_card,completed,2.9,2023-09-20
ORD-00600,CUST-4794,72,user600@example.com,South,Food,Food Item 414,1,589.23,0.11,524.41,debit_card,pending,3.7,2023-09-15
ORD-01131,CUST-6854,18,user1131@example.com,North,Home,Home Item 6,9,700.13,0.02,6175.15,debit_card,refunded,1.7,2023-04-30
ORD-00199,CUST-4695,49,user199@example.com,South,Beauty,Beauty Item 232,15,733.91,0.29,7816.14,credit_card,completed,2.5,2023-01-25
ORD-01916,CUST-7662,34,user1916@example.com,North,Electronics,Electronics Item 45,1,285.9,0.25,214.42,crypto,completed,3.6,2023-10-26
ORD-00499,CUST-3071,72,user499@example.com,Central,Beauty,Beauty Item 496,8,921.4,0.23,5675.82,crypto,refunded,2.3,2023-11-03
ORD-00650,CUST-8006,51,user650@example.com,West,Food,Food Item 216,13,783.49,0.25,7639.03,bank_transfer,refunded,4.7,2023-10-07
ORD-01032,CUST-9297,69,user1032@example.com,West,Home,Home Item 406,13,166.97,0.04,2083.79,bank_transfer,refunded,2.7,2023-05-01
ORD-00129,CUST-7887,48,user129@example.com,East,Home,Home Item 457,3,543.45,0.02,1597.74,bank_transfer,refunded,4.1,2023-08-05
ORD-01912,CUST-6133,60,user1912@example.com,North,Home,Home Item 448,5,809.95,0.02,3968.76,credit_card,pending,3.0,2023-03-09
ORD-00653,CUST-1105,26,user653@example.com,West,Electronics,Electronics Item 320,7,518.68,0.17,3013.53,debit_card,completed,4.4,2023-03-04
ORD-00823,CUST-6074,56,user823@example.com,South,Books,Books Item 482,12,917.99,0.12,9693.97,paypal,refunded,4.5,2023-07-19
ORD-01979,CUST-4895,74,user1979@example.com,Central,Toys,Toys Item 418,14,735.97,0.17,8551.97,bank_transfer,cancelled,1.7,2023-05-22
ORD-01448,CUST-8978,,user1448@example.com,South,Sports,Sports Item 431,3,216.53,0.2,519.67,paypal,cancelled,4.3,2023-01-16
ORD-00337,CUST-1518,42,user337@example.com,East,Home,Home Item 212,13,628.37,0.25,6126.61,credit_card,refunded,4.1,2023-01-16
ORD-00662,CUST-2576,28,user662@example.com,South,Sports,Sports Item 18,16,440.32,0.09,6411.06,debit_card,completed,4.2,2023-04-11
ORD-00550,CUST-8596,29,user550@example.com,West,Electronics,Electronics Item 141,4,244.65,0.15,831.81,bank_transfer,cancelled,3.8,2023-05-06
ORD-00715,CUST-8728,38,user715@example.com,East,Clothing,Clothing Item 155,20,150.76,0.05,2864.44,crypto,completed,1.5,2023-04-21
ORD-00839,CUST-2857,53,user839@example.com,South,Food,Food Item 466,14,122.85,0.27,1255.53,bank_transfer,completed,4.9,2023-03-19
ORD-01605,CUST-9844,49,user1605@example.com,South,Books,Books Item 470,20,599.72,0.28,8635.97,debit_card,refunded,1.1,2023-01-11
ORD-00753,CUST-1979,63,user753@example.com,East,Clothing,Clothing Item 416,14,957.78,0.27,9788.51,bank_transfer,completed,3.1,2023-07-17
ORD-02147,CUST-2737,68,user2147@example.com,Central,Beauty,Beauty Item 327,10,729.27,0.01,7219.77,paypal,pending,4.2,2023-09-13
ORD-00520,CUST-1719,,user520@example.com,North,Home,Home Item 454,6,19.92,0.2,95.62,debit_card,refunded,3.6,2023-07-02
ORD-00473,CUST-1866,59,user473@example.com,Central,Electronics,Electronics Item 268,19,631.95,0.23,9245.43,debit_card,refunded,1.8,2023-12-29
ORD-01886,CUST-3199,27,user1886@example.com,North,Sports,Sports Item 172,18,13.27,0.23,183.92,paypal,cancelled,1.6,2023-11-30
ORD-00361,CUST-1173,55,user361@example.com,North,Beauty,Beauty Item 426,15,774.28,0.22,9059.08,credit_card,completed,3.7,2023-12-02
ORD-01906,CUST-4918,62,user1906@example.com,Central,Food,Food Item 135,10,546.64,0.1,4919.76,paypal,cancelled,,2023-12-20
ORD-01417,CUST-4058,66,user1417@example.com,West,Sports,Sports Item 22,11,162.29,0.06,1678.08,credit_card,refunded,3.4,2023-11-08
ORD-01816,CUST-6932,24,user1816@example.com,East,Books,Books Item 65,9,663.1,0.14,5132.39,crypto,completed,2.6,2023-11-03
ORD-02098,CUST-1461,39,user2098@example.com,West,Beauty,Beauty Item 231,17,133.79,0.29,1614.85,debit_card,cancelled,3.9,2023-03-10
ORD-00461,CUST-8516,51,user461@example.com,Central,Beauty,Beauty Item 407,12,631.29,0.07,7045.2,paypal,completed,4.2,2023-07-10
ORD-01067,CUST-3820,35,user1067@example.com,North,Clothing,Clothing Item 131,19,758.49,0.26,10664.37,crypto,completed,3.7,2023-10-06
ORD-00266,CUST-2600,67,user266@example.com,West,Electronics,Electronics Item 69,17,431.81,0.28,5285.35,paypal,refunded,4.0,2023-07-09
ORD-01587,CUST-6727,56,user1587@example.com,West,Home,Home Item 26,2,9.34,0.18,15.32,debit_card,completed,4.8,2023-11-30
ORD-00507,CUST-7608,49,user507@example.com,Central,Food,Food Item 154,19,874.37,0.09,15117.86,paypal,completed,2.4,2023-07-11
ORD-01686,CUST-9384,40,user1686@example.com,North,Sports,Sports Item 362,7,558.71,0.28,2815.9,debit_card,refunded,4.6,2023-03-07
